ride_id,seat_number,payment_method,payment_receipt,travel_date,travel_time,travel_from,travel_to,car_type,max_capacity
5801,3,Mpesa,RIYKNYRA4R,19-04-18,5:20,Kisii,Nairobi,shuttle,11
5801,2,Mpesa,G9OZFJY4NC,19-04-18,5:20,Kisii,Nairobi,shuttle,11
5801,1,Mpesa,OOTYQP3TIJ,19-04-18,5:20,Kisii,Nairobi,shuttle,11
5801,1X,Mpesa,TBJMRMKQLJ,19-04-18,5:20,Kisii,Nairobi,shuttle,11
5803,7,Mpesa,HL2AXIBBLE,19-04-18,5:10,Kisii,Nairobi,shuttle,11
5781,20A,Mpesa,LLYH4A55XX,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5803,9,Mpesa,713WAFLVIH,19-04-18,5:10,Kisii,Nairobi,shuttle,11
5781,21B,Mpesa,N8WSXZIJXH,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5804,7,Mpesa,KYTDYIPMAM,27-11-17,10:50,Keroka,Nairobi,shuttle,11
5803,8,Mpesa,9ZGZK4I0AC,19-04-18,5:10,Kisii,Nairobi,shuttle,11
5803,5,Mpesa,DQTIQCNWYK,19-04-18,5:10,Kisii,Nairobi,shuttle,11
5803,6,Mpesa,76B7T8OKBP,19-04-18,5:10,Kisii,Nairobi,shuttle,11
5803,3,Mpesa,0KAQ3YNL3S,19-04-18,5:10,Kisii,Nairobi,shuttle,11
5803,4,Mpesa,VOOQFZBOMR,19-04-18,5:10,Kisii,Nairobi,shuttle,11
5803,1,Cash,MDJ2WT47WI,19-04-18,5:10,Kisii,Nairobi,shuttle,11
5803,2,Mpesa,UKQB3YEGU4,19-04-18,5:10,Kisii,Nairobi,shuttle,11
5777,15B,Mpesa,7C7P3D5AJQ,27-11-17,7:10,Homa Bay,Nairobi,Bus,49
5803,1X,Mpesa,PSRDQX9ODU,19-04-18,5:10,Kisii,Nairobi,shuttle,11
5777,16B,Mpesa,P013NWHQID,27-11-17,7:10,Homa Bay,Nairobi,Bus,49
5778,9A,Mpesa,F7JWUFQ6SD,27-11-17,7:12,Migori,Nairobi,Bus,49
5781,22B,Mpesa,DH4N6WAAWO,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5781,25,Mpesa,0JQ0ZZLUMI,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5781,23B,Mpesa,IOEJGXJ3HJ,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5781,24A,Mpesa,DP7LOX778I,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5808,2B,Mpesa,2LUZM25U6P,19-04-18,7:06,Kisii,Nairobi,Bus,49
5808,1B,Mpesa,787CTFABOV,19-04-18,7:06,Kisii,Nairobi,Bus,49
5809,1,Mpesa,H4PDSUYGWF,19-04-18,10:51,Kisii,Nairobi,shuttle,11
5810,1,Mpesa,MEH7ZZ4VPS,19-04-18,7:15,Kisii,Nairobi,shuttle,11
5781,1B,Mpesa,VRNDLYLUG9,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5811,1,Mpesa,XI3UCFVKQE,19-04-18,8:20,Kisii,Nairobi,shuttle,11
5812,1,Mpesa,FATYHWY6AI,19-04-18,5:30,Kisii,Nairobi,shuttle,11
5781,2B,Mpesa,MSJ98CJ30N,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5816,1,Mpesa,YXWPDYABRE,18-04-18,5:10,Kisii,Nairobi,shuttle,11
5797,13B,Mpesa,RY86WHSJSK,27-11-17,7:06,Keroka,Nairobi,Bus,49
5817,1,Cash,MDI9WF254L,18-04-18,5:00,Kisii,Nairobi,shuttle,11
5781,9A,Mpesa,HQ8O4RAK8O,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5822,1B,Mpesa,KLMOXO1CVX,18-04-18,7:06,Kisii,Nairobi,Bus,49
5823,1,Mpesa,PK7FKXJIUF,18-04-18,6:40,Kisii,Nairobi,shuttle,11
5823,9,Mpesa,YTVSAL2OHD,18-04-18,6:40,Kisii,Nairobi,shuttle,11
5824,1,Mpesa,6O8NZPYZND,18-04-18,8:20,Kisii,Nairobi,shuttle,11
5825,1B,Mpesa,AE3D3O6RXV,18-04-18,19:03,Kisii,Nairobi,Bus,49
5826,1,Mpesa,7XFGXSR0JN,18-04-18,5:30,Kisii,Nairobi,shuttle,11
5781,24B,Mpesa,67VCHU9I42,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5781,13B,Mpesa,DAB6BFCPW7,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5781,14B,Mpesa,BZUTNE0QPS,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5830,1,Mpesa,ZAYOGUSOUP,17-04-18,5:20,Kisii,Nairobi,shuttle,11
5778,24B,Mpesa,JXQXWWGB36,27-11-17,7:12,Migori,Nairobi,Bus,49
5778,23B,Mpesa,N1ATVDL4AC,27-11-17,7:12,Migori,Nairobi,Bus,49
5781,20B,Mpesa,CVEAOTNBHV,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5781,19B,Mpesa,SU5JYZPJKN,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5834,1B,Mpesa,AG6X5GA8QE,17-04-18,7:02,Kisii,Nairobi,Bus,49
5835,1X,Mpesa,QSNDBIXZP3,17-04-18,6:40,Kisii,Nairobi,shuttle,11
5836,1,Mpesa,3XIDAY71U3,17-04-18,6:50,Kisii,Nairobi,shuttle,11
5837,3A,Mpesa,TYDXDTBWKH,17-04-18,7:06,Kisii,Nairobi,Bus,49
5835,1,Mpesa,JOJKPAYLSS,17-04-18,6:40,Kisii,Nairobi,shuttle,11
5838,9,Mpesa,LYMKG9DII7,17-04-18,6:30,Kisii,Nairobi,shuttle,11
5839,1,Mpesa,AMNRBVRGSW,17-04-18,7:20,Kisii,Nairobi,shuttle,11
5840,1,Mpesa,MOKGNRJILS,17-04-18,5:30,Kisii,Nairobi,shuttle,11
5781,10A,Mpesa,6DFFBV9IOS,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5844,1X,Mpesa,KEGVUBRNJJ,16-04-18,5:10,Kisii,Nairobi,shuttle,11
5845,1,Mpesa,XZFLJDPXXC,16-04-18,5:00,Kisii,Nairobi,shuttle,11
5778,13B,Mpesa,Q34QDMZSYV,27-11-17,7:12,Migori,Nairobi,Bus,49
5849,1B,Mpesa,5X70KXOHAV,16-04-18,7:06,Kisii,Nairobi,Bus,49
5850,1B,Mpesa,1DJNMONXDX,16-04-18,7:04,Kisii,Nairobi,Bus,49
5851,2B,Mpesa,XOQHRGOOYI,16-04-18,19:05,Kisii,Nairobi,Bus,49
5852,1,Mpesa,39JONWG3PZ,16-04-18,7:15,Kisii,Nairobi,shuttle,11
5853,1,Mpesa,0QHYAFONIV,16-04-18,5:30,Kisii,Nairobi,shuttle,11
5856,9,Cash,MDF1ULUMPX,15-04-18,5:20,Kisii,Nairobi,shuttle,11
5857,6,Cash,MDF1ULG1GR,15-04-18,5:00,Kisii,Nairobi,shuttle,11
5857,3,Cash,MDF6ULD8NQ,15-04-18,5:00,Kisii,Nairobi,shuttle,11
5857,2,Cash,MDF8UKW0N8,15-04-18,5:00,Kisii,Nairobi,shuttle,11
5857,1,Mpesa,NJHQYGSNIR,15-04-18,5:00,Kisii,Nairobi,shuttle,11
5778,22A,Mpesa,3AV73FAQZD,27-11-17,7:12,Migori,Nairobi,Bus,49
5856,8,Cash,MDF8UIU5X2,15-04-18,5:20,Kisii,Nairobi,shuttle,11
5856,7,Mpesa,KG4JGFLMHU,15-04-18,5:20,Kisii,Nairobi,shuttle,11
5856,10,Mpesa,JECD62EMUY,15-04-18,5:20,Kisii,Nairobi,shuttle,11
5856,6,Mpesa,EYU4E0SOUK,15-04-18,5:20,Kisii,Nairobi,shuttle,11
5856,3,Mpesa,7AGYJOHDSV,15-04-18,5:20,Kisii,Nairobi,shuttle,11
5856,4,Mpesa,JHUARA4DCU,15-04-18,5:20,Kisii,Nairobi,shuttle,11
5856,2,Mpesa,BQC7OR8YQH,15-04-18,5:20,Kisii,Nairobi,shuttle,11
5856,5,Mpesa,1E0LUSKZZD,15-04-18,5:20,Kisii,Nairobi,shuttle,11
5856,1,Mpesa,HC3WRJ7YPC,15-04-18,5:20,Kisii,Nairobi,shuttle,11
5856,1X,Mpesa,VL4JOV8ZVG,15-04-18,5:20,Kisii,Nairobi,shuttle,11
5858,9,Mpesa,TX9HQM42BV,15-04-18,5:10,Kisii,Nairobi,shuttle,11
5858,10,Mpesa,FJG8PZMF8Z,15-04-18,5:10,Kisii,Nairobi,shuttle,11
5858,7,Mpesa,XQKNWDVTBL,15-04-18,5:10,Kisii,Nairobi,shuttle,11
5858,6,Mpesa,ZK76GP2JKC,15-04-18,5:10,Kisii,Nairobi,shuttle,11
5858,4,Mpesa,7CAAEOXNRO,15-04-18,5:10,Kisii,Nairobi,shuttle,11
5858,3,Mpesa,S91PUU4SFS,15-04-18,5:10,Kisii,Nairobi,shuttle,11
5858,8,Mpesa,WRZXUIJLQM,15-04-18,5:10,Kisii,Nairobi,shuttle,11
5858,5,Mpesa,VULZ7USMIY,15-04-18,5:10,Kisii,Nairobi,shuttle,11
5858,2,Mpesa,DAHFGN2PAB,15-04-18,5:10,Kisii,Nairobi,shuttle,11
5858,1,Mpesa,CHL1S7GEXH,15-04-18,5:10,Kisii,Nairobi,shuttle,11
5858,1X,Mpesa,UJMIWBV20N,15-04-18,5:10,Kisii,Nairobi,shuttle,11
5781,23A,Mpesa,ARRAMGNNSO,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5778,17A,Mpesa,KHYNXYC6R6,27-11-17,7:12,Migori,Nairobi,Bus,49
5778,18A,Mpesa,JWDOI1QS3N,27-11-17,7:12,Migori,Nairobi,Bus,49
5861,3A,Mpesa,7BMTKUMKJZ,15-04-18,19:04,Kisii,Nairobi,Bus,49
5862,2A,Mpesa,FW5354YBDV,15-04-18,7:04,Kisii,Nairobi,Bus,49
5863,1,Mpesa,70ES1TBOFX,15-04-18,6:40,Kisii,Nairobi,shuttle,11
5864,1,Mpesa,0SL08EXGA3,15-04-18,5:30,Kisii,Nairobi,shuttle,11
5778,18B,Mpesa,PAQWDAB3P4,27-11-17,7:12,Migori,Nairobi,Bus,49
5778,17B,Mpesa,CH37TFO0Q4,27-11-17,7:12,Migori,Nairobi,Bus,49
5778,16B,Mpesa,0OSWJ6JM8N,27-11-17,7:12,Migori,Nairobi,Bus,49
5778,15B,Mpesa,MHAE4FQEIR,27-11-17,7:12,Migori,Nairobi,Bus,49
5778,7B,Mpesa,5BMZTIAZL5,27-11-17,7:12,Migori,Nairobi,Bus,49
5778,6B,Mpesa,X8MVFXTK9Z,27-11-17,7:12,Migori,Nairobi,Bus,49
5778,5B,Mpesa,MVQQCYAQRH,27-11-17,7:12,Migori,Nairobi,Bus,49
5867,4,Mpesa,HP81LMQIVN,14-04-18,5:10,Kisii,Nairobi,shuttle,11
5867,3,Mpesa,WMI3UCSF5F,14-04-18,5:10,Kisii,Nairobi,shuttle,11
5778,2B,Mpesa,IHJCLFMAAA,27-11-17,7:12,Migori,Nairobi,Bus,49
5867,2,Mpesa,TFIOFUTGH0,14-04-18,5:10,Kisii,Nairobi,shuttle,11
5778,1B,Mpesa,Z8PIH87JXM,27-11-17,7:12,Migori,Nairobi,Bus,49
5867,5,Mpesa,4XSSAZ4APQ,14-04-18,5:10,Kisii,Nairobi,shuttle,11
5778,3B,Mpesa,YEZRQVPNZB,27-11-17,7:12,Migori,Nairobi,Bus,49
5867,8,Mpesa,I0T8WX9KB6,14-04-18,5:10,Kisii,Nairobi,shuttle,11
5868,6,Mpesa,CSE2PLGV5N,14-04-18,5:20,Kisii,Nairobi,shuttle,11
5868,5,Mpesa,WGJMPCL5SG,14-04-18,5:20,Kisii,Nairobi,shuttle,11
5778,4B,Mpesa,QGLFA2ZT4B,27-11-17,7:12,Migori,Nairobi,Bus,49
5867,9,Mpesa,GQ07QMW0DT,14-04-18,5:10,Kisii,Nairobi,shuttle,11
5867,10,Mpesa,T9GDSJGUAU,14-04-18,5:10,Kisii,Nairobi,shuttle,11
5867,1X,Mpesa,ZQ8DREUJKA,14-04-18,5:10,Kisii,Nairobi,shuttle,11
5867,1,Mpesa,DHH6PE4YTT,14-04-18,5:10,Kisii,Nairobi,shuttle,11
5868,2,Mpesa,9JROKROI2H,14-04-18,5:20,Kisii,Nairobi,shuttle,11
5868,3,Mpesa,ZDGTW4ING4,14-04-18,5:20,Kisii,Nairobi,shuttle,11
5868,1,Mpesa,SAD67QHRKV,14-04-18,5:20,Kisii,Nairobi,shuttle,11
5778,24A,Mpesa,K6U8RH1KYC,27-11-17,7:12,Migori,Nairobi,Bus,49
5781,15B,Mpesa,XWK3QBQBXU,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5868,1X,Mpesa,OMKHFVAGHD,14-04-18,5:20,Kisii,Nairobi,shuttle,11
5778,19B,Mpesa,BGVHH54WNQ,27-11-17,7:12,Migori,Nairobi,Bus,49
5873,1A,Mpesa,W92S2NVPQX,14-04-18,6:59,Kisii,Nairobi,Bus,49
5874,5A,Mpesa,9ECBPF9PPG,14-04-18,7:06,Kisii,Nairobi,Bus,49
5874,1B,Mpesa,GKTKCRRRWJ,14-04-18,7:06,Kisii,Nairobi,Bus,49
5874,6A,Mpesa,PKRHNVMBKY,14-04-18,7:06,Kisii,Nairobi,Bus,49
5874,3A,Mpesa,LX0FGMB0PT,14-04-18,7:06,Kisii,Nairobi,Bus,49
5875,21A,Mpesa,OV7DABVZIC,27-11-17,7:08,Migori,Nairobi,Bus,49
5876,1,Mpesa,WSILW96OKQ,14-04-18,5:40,Kisii,Nairobi,shuttle,11
5874,4A,Mpesa,6HLYOFVQZS,14-04-18,7:06,Kisii,Nairobi,Bus,49
5878,2,Mpesa,YOKF8HFZ8H,14-04-18,5:30,Kisii,Nairobi,shuttle,11
5878,1,Mpesa,ZN7ROZZ3PA,14-04-18,5:30,Kisii,Nairobi,shuttle,11
5880,2,Mpesa,I9NJURZ9HK,13-04-18,5:20,Kisii,Nairobi,shuttle,11
5778,20A,Mpesa,VHHFKB3YUF,27-11-17,7:12,Migori,Nairobi,Bus,49
5881,1,Cash,MDD3SYE9ZX,13-04-18,5:00,Kisii,Nairobi,shuttle,11
5882,5,Mpesa,QF48YIAWY9,13-04-18,5:10,Kisii,Nairobi,shuttle,11
5882,2,Mpesa,8GSKODCNPW,13-04-18,5:10,Kisii,Nairobi,shuttle,11
5882,1X,Mpesa,TAWU3C27UJ,13-04-18,5:10,Kisii,Nairobi,shuttle,11
5882,1,Mpesa,VNO55Z5VD4,13-04-18,5:10,Kisii,Nairobi,shuttle,11
5880,6,Mpesa,QSUPMGM8AH,13-04-18,5:20,Kisii,Nairobi,shuttle,11
5880,5,Mpesa,HTI8FF0VZX,13-04-18,5:20,Kisii,Nairobi,shuttle,11
5880,7,Mpesa,CXVTSYIMWV,13-04-18,5:20,Kisii,Nairobi,shuttle,11
5880,8,Mpesa,NHTNPKRM8F,13-04-18,5:20,Kisii,Nairobi,shuttle,11
5880,9,Mpesa,6T9O0QGVDY,13-04-18,5:20,Kisii,Nairobi,shuttle,11
5880,10,Mpesa,ERTVL2QIJ7,13-04-18,5:20,Kisii,Nairobi,shuttle,11
5880,3,Mpesa,AEBVOAY8RJ,13-04-18,5:20,Kisii,Nairobi,shuttle,11
5875,22B,Mpesa,LFF0SXSUNL,27-11-17,7:08,Migori,Nairobi,Bus,49
5880,4,Mpesa,IJQEHP6IID,13-04-18,5:20,Kisii,Nairobi,shuttle,11
5880,1X,Mpesa,ZAJUJ2676G,13-04-18,5:20,Kisii,Nairobi,shuttle,11
5875,23B,Mpesa,MSPG2YWEHJ,27-11-17,7:08,Migori,Nairobi,Bus,49
5880,1,Mpesa,FFTMV3TZOA,13-04-18,5:20,Kisii,Nairobi,shuttle,11
5886,1,Mpesa,TWD1UEABRP,13-04-18,9:00,Kisii,Nairobi,shuttle,11
5887,25,Mpesa,ZMVMQS9IRR,13-04-18,7:06,Kisii,Nairobi,Bus,49
5888,1B,Mpesa,CWX8XAANLN,13-04-18,7:14,Kisii,Nairobi,Bus,49
5889,2B,Mpesa,HV1OG3HXH0,13-04-18,7:07,Kisii,Nairobi,Bus,49
5890,1,Mpesa,EGEDWSDK3P,13-04-18,5:30,Kisii,Nairobi,shuttle,11
5781,16B,Mpesa,FQNLNXBVPK,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5781,13A,Mpesa,3WFOTCSMD6,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5778,20B,Mpesa,ME8DQMDBN3,27-11-17,7:12,Migori,Nairobi,Bus,49
5894,10,Cash,MDC9SIS8VL,12-04-18,5:00,Kisii,Nairobi,shuttle,11
5894,7,Mpesa,TCKMMO0VLG,12-04-18,5:00,Kisii,Nairobi,shuttle,11
5894,9,Mpesa,LNBWBMN1IW,12-04-18,5:00,Kisii,Nairobi,shuttle,11
5894,8,Mpesa,T056RFCTRU,12-04-18,5:00,Kisii,Nairobi,shuttle,11
5894,6,Mpesa,MAMU2VXF0P,12-04-18,5:00,Kisii,Nairobi,shuttle,11
5894,5,Mpesa,TYLXD52R23,12-04-18,5:00,Kisii,Nairobi,shuttle,11
5894,4,Mpesa,MRJXM5SQM3,12-04-18,5:00,Kisii,Nairobi,shuttle,11
5894,3,Mpesa,BYMSB9WQCT,12-04-18,5:00,Kisii,Nairobi,shuttle,11
5894,2,Mpesa,4AX1YBAVWS,12-04-18,5:00,Kisii,Nairobi,shuttle,11
5894,1X,Mpesa,ZEYF6J3NSG,12-04-18,5:00,Kisii,Nairobi,shuttle,11
5897,10,Mpesa,DBYDLX59CD,12-04-18,5:20,Kisii,Nairobi,shuttle,11
5897,9,Mpesa,8POCGGHLRZ,12-04-18,5:20,Kisii,Nairobi,shuttle,11
5897,7,Mpesa,LGXAITPANF,12-04-18,5:20,Kisii,Nairobi,shuttle,11
5778,19A,Mpesa,UA2BFZWHA9,27-11-17,7:12,Migori,Nairobi,Bus,49
5897,6,Mpesa,KGQGHA60JW,12-04-18,5:20,Kisii,Nairobi,shuttle,11
5897,8,Mpesa,SPW54WSUQU,12-04-18,5:20,Kisii,Nairobi,shuttle,11
5897,5,Mpesa,ADBTGJCGZS,12-04-18,5:20,Kisii,Nairobi,shuttle,11
5897,2,Mpesa,I6QKUHIITD,12-04-18,5:20,Kisii,Nairobi,shuttle,11
5894,1,Cash,MDC6SH3530,12-04-18,5:00,Kisii,Nairobi,shuttle,11
5781,8A,Mpesa,AZEB2YJ0RL,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5897,3,Mpesa,RYTNL4CH5N,12-04-18,5:20,Kisii,Nairobi,shuttle,11
5897,4,Mpesa,ISQ7FPWDWN,12-04-18,5:20,Kisii,Nairobi,shuttle,11
5898,4,Mpesa,KJQNAS4NML,27-11-17,6:30,Keroka,Nairobi,shuttle,11
5899,1,Mpesa,QPUZIDTGUX,27-11-17,6:30,Keumbu,Nairobi,shuttle,11
5901,9B,Mpesa,0X4ZWB1NY5,27-11-17,7:15,Migori,Nairobi,Bus,49
5901,12B,Mpesa,YAYVBONGSC,27-11-17,7:15,Migori,Nairobi,Bus,49
5901,10B,Mpesa,B4JUX1258X,27-11-17,7:15,Migori,Nairobi,Bus,49
5902,4A,Mpesa,ITGQSZF0XP,27-11-17,7:04,Homa Bay,Nairobi,Bus,49
5901,7A,Mpesa,Y7VENWWWHW,27-11-17,7:15,Migori,Nairobi,Bus,49
5901,6B,Mpesa,XVP9WMTI2K,27-11-17,7:15,Migori,Nairobi,Bus,49
5902,16A,Mpesa,Z8TKILX9UQ,27-11-17,7:04,Homa Bay,Nairobi,Bus,49
5902,10A,Mpesa,LOCEIJSI0Q,27-11-17,7:04,Homa Bay,Nairobi,Bus,49
5897,1,Mpesa,7YIQRKTIPM,12-04-18,5:20,Kisii,Nairobi,shuttle,11
5901,18A,Mpesa,BS4EKXVCWY,27-11-17,7:15,Migori,Nairobi,Bus,49
5901,17A,Mpesa,ME41ONM0WU,27-11-17,7:15,Migori,Nairobi,Bus,49
5901,15A,Mpesa,JSJYUQOEPE,27-11-17,7:15,Migori,Nairobi,Bus,49
5902,15A,Mpesa,QRLWHBA0VZ,27-11-17,7:04,Homa Bay,Nairobi,Bus,49
5901,14A,Mpesa,IINOWFO8BM,27-11-17,7:15,Migori,Nairobi,Bus,49
5781,5B,Mpesa,AT7EENPSPO,27-11-17,7:09,Homa Bay,Nairobi,Bus,49
5901,6A,Mpesa,HFKFOYNRMC,27-11-17,7:15,Migori,Nairobi,Bus,49
5902,19A,Mpesa,OZHTNQKCCN,27-11-17,7:04,Homa Bay,Nairobi,Bus,49
5778,10A,Mpesa,RTMY3RVXQX,27-11-17,7:12,Migori,Nairobi,Bus,49
5901,13A,Mpesa,ZIDCZYKAV6,27-11-17,7:15,Migori,Nairobi,Bus,49
5778,8B,Mpesa,YPEIMHRL9L,27-11-17,7:12,Migori,Nairobi,Bus,49
5897,1X,Mpesa,RKOPKXWY4I,12-04-18,5:20,Kisii,Nairobi,shuttle,11
5910,3,Mpesa,GZAUYLAENX,12-04-18,5:10,Kisii,Nairobi,shuttle,11
5910,2,Mpesa,PFSMVQ20KB,12-04-18,5:10,Kisii,Nairobi,shuttle,11
5910,4,Mpesa,MTFK0QBF5I,12-04-18,5:10,Kisii,Nairobi,shuttle,11
5910,7,Mpesa,FUDES7HRXR,12-04-18,5:10,Kisii,Nairobi,shuttle,11
5910,6,Mpesa,J2PCBTBOND,12-04-18,5:10,Kisii,Nairobi,shuttle,11
5910,5,Mpesa,DMVLKHL0LX,12-04-18,5:10,Kisii,Nairobi,shuttle,11
5910,8,Mpesa,HQVC4YHBKI,12-04-18,5:10,Kisii,Nairobi,shuttle,11
5910,9,Mpesa,Q9WBJFECGV,12-04-18,5:10,Kisii,Nairobi,shuttle,11
5910,10,Mpesa,TXRDGVGLZJ,12-04-18,5:10,Kisii,Nairobi,shuttle,11
5910,1,Mpesa,TT47PEWW1W,12-04-18,5:10,Kisii,Nairobi,shuttle,11
5910,1X,Mpesa,3CNREFAJYP,12-04-18,5:10,Kisii,Nairobi,shuttle,11
5918,1B,Mpesa,NGPMEZVQ8Y,12-04-18,7:08,Kisii,Nairobi,Bus,49
5919,1B,Mpesa,FCTQMH95YF,12-04-18,8:00,Kisii,Nairobi,Bus,49
5920,1B,Mpesa,8F0VILKFQM,12-04-18,7:06,Kisii,Nairobi,Bus,49
5921,5A,Mpesa,F5NDN2QVPN,12-04-18,7:14,Kisii,Nairobi,Bus,49
5922,1,Mpesa,OFGCAPAA2I,12-04-18,9:50,Kisii,Nairobi,shuttle,11
5923,1,Mpesa,IYIZO789VY,12-04-18,7:30,Kisii,Nairobi,shuttle,11
5924,1,Mpesa,VBKWWWQ2AB,12-04-18,10:57,Kisii,Nairobi,shuttle,11
5925,1,Mpesa,NJ80LQNZRK,12-04-18,5:30,Kisii,Nairobi,shuttle,11
5928,1,Mpesa,SURZDUV2IM,11-04-18,5:20,Kisii,Nairobi,shuttle,11
5929,4,Mpesa,1LO3RRUA26,11-04-18,5:10,Kisii,Nairobi,shuttle,11
5929,3,Mpesa,70NIOJTNH6,11-04-18,5:10,Kisii,Nairobi,shuttle,11
